eventName,year,finishPlace,adjustedTime,lane,screenFile,seed,boatLabel,adjustedTimeString,boatId,handicap,penalty,adjustedTimeDelta,rawTimeDelta,adjustedTimePercent,rawTimePercent,laneLong,penaltyCode,boatStatus,rawTimeString,handicapString,penaltyString,adjustedTimeDeltaString,rawTimeDeltaString,avg_age,adjustedTimePercentString,rawTimePercentString,photoId,composite,longName,displayNum,altTitle,sp1Delta,sp2Delta,sp3Delta,dtUpdated,sp1Label,sp2Label,sp3Label,sp4Label,distanceRowed,distanceDelta,distancePercent,detailsUrl,orderOfFinishPlace,sp4RawTime,sp1RawTime,sp1RawTimeString,sp1Location,sp1Distance,sp2RawTime,sp2RawTimeString,sp2Location,sp2Distance,sp3RawTime,sp3RawTimeString,sp3Location,sp3Distance,sp4RawTimeString,sp4Location,sp4Distance,orgCount,sp1Split,sp1Place,sp2Split,sp2Place,sp3Split,sp3Place,sp4Split,sp1SplitPlace,sp2SplitPlace,sp3SplitPlace,sp4SplitPlace,sp1SplitTimeString,sp2SplitTimeString,sp3SplitTimeString,sp4SplitTimeString,sp1MarginString,sp2MarginString,sp3MarginString,avgAge,orgName,marginComment,comment,divisionTitle
Men's Master Fours [40+],2018,6,1088665,3,2875_1226264436380.png,A,"De Souza, C.",18:08.665,3483,0,0,0,0,0.0,0.0,,,,18:08.665,0.00,,,,45,,,0,,Palm Beach,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,6th,1088665,260670,4:20.670,1,1000,610379,10:10.379,2,2000,908186,15:08.186,3,3000,18:08.665,4,4000,1,0,6,0,6,0,6,0,0,0,0,0,,,,,,,,45,Palm Beach,,,
Men's Master Fours [40+],2018,7,1108203,1,310_1211728183517.png,A,"Wallin, T.",18:28.203,3585,0,0,0,0,0.0,0.0,,NY @ 10,,18:28.203,0.00,,,,43,,,0,,Sammamish Rowing Association,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,7th,1108203,257042,4:17.042,1,1000,610565,10:10.565,2,2000,924882,15:24.882,3,3000,18:28.203,4,4000,1,0,7,0,7,0,7,0,0,0,0,0,,,,,,,,43,Sammamish Rowing Association,,,
Men's Master Fours [40+],2018,8,1110191,5,602_1211574853351.png,A,"Frey, F.",18:30.191,3520,0,0,0,0,0.0,0.0,,,,18:30.191,0.00,,,,49,,,0,,Texas Rowing Center,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,8th,1110191,257530,4:17.530,1,1000,610758,10:10.758,2,2000,926962,15:26.962,3,3000,18:30.191,4,4000,1,0,8,0,8,0,8,0,0,0,0,0,,,,,,,,49,Texas Rowing Center,,,
Men's Master Fours [40+],2018,9,1113427,12,209_1211427161422.png,A,"Ryan, J.",18:33.427,3683,0,0,0,0,0.0,0.0,,,,18:33.427,0.00,,,,40,,,0,,Fairmount,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,9th,1113427,255922,4:15.922,1,1000,613028,10:13.028,2,2000,924158,15:24.158,3,3000,18:33.427,4,4000,1,0,9,0,9,0,9,0,0,0,0,0,,,,,,,,40,Fairmount,,,
Men's Master Fours [40+],2018,10,1116891,13,1239_1450500201105.png,A,"Nowak, C.",18:36.891,3310,0,0,0,0,0.0,0.0,,,,18:36.891,0.00,,,,45,,,0,,Pocock,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,10th,1116891,257034,4:17.034,1,1000,611839,10:11.839,2,2000,918750,15:18.750,3,3000,18:36.891,4,4000,1,0,10,0,10,0,10,0,0,0,0,0,,,,,,,,45,Pocock,,,
Men's Master Fours [40+],2018,11,1125257,8,279_1211427642464.png,A,"Batchelor, S.",18:45.257,3925,0,0,0,0,0.0,0.0,,,,18:45.257,0.00,,,,40,,,0,,Riverside,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,11th,1125257,260554,4:20.554,1,1000,621811,10:21.811,2,2000,934316,15:34.316,3,3000,18:45.257,4,4000,1,0,11,0,11,0,11,0,0,0,0,0,,,,,,,,40,Riverside,,,
Men's Master Fours [40+],2018,12,1130909,23,238_1211665257746.png,A,"Wilson, L.",18:50.909,4096,0,0,0,0,0.0,0.0,,,,18:50.909,0.00,,,,40,,,0,,Capital,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,12th,1130909,265044,4:25.044,1,1000,628899,10:28.899,2,2000,941496,15:41.496,3,3000,18:50.909,4,4000,1,0,12,0,12,0,12,0,0,0,0,0,,,,,,,,40,Capital,,,
Men's Master Fours [40+],2018,13,1138285,6,4616_1336016899011.png,A,"Crowe, M.",18:58.285,2756,0,0,0,0,0.0,0.0,,,,18:58.285,0.00,,,,42,,,0,,Cornell Alumni,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,13th,1138285,267972,4:27.972,1,1000,629016,10:29.016,2,2000,942288,15:42.288,3,3000,18:58.285,4,4000,1,0,13,0,13,0,13,0,0,0,0,0,,,,,,,,42,Cornell Alumni,,,
Men's Master Fours [40+],2018,14,1149401,33,338_1278760544618.png,A,"Bosch, B.",19:09.401,4730,0,0,0,0,0.0,0.0,,,,19:09.401,0.00,,,,41,,,0,,Occoquan,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,14th,1149401,264330,4:24.330,1,1000,630238,10:30.238,2,2000,947752,15:47.752,3,3000,19:09.401,4,4000,1,0,14,0,14,0,14,0,0,0,0,0,,,,,,,,41,Occoquan,,,
Men's Master Fours [40+],2018,15,1155933,10,1036_1505958547722.png,A,"Bolton, G.",19:15.933,3998,0,0,0,0,0.0,0.0,,,,19:15.933,0.00,,,,46,,,0,,Argonaut,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,15th,1155933,269728,4:29.728,1,1000,638424,10:38.424,2,2000,961688,16:01.688,3,3000,19:15.933,4,4000,1,0,15,0,15,0,15,0,0,0,0,0,,,,,,,,46,Argonaut,,,
Men's Master Fours [40+],2018,16,1158167,9,722_1211574109030.png,A,"Holland, P.",19:18.167,4270,0,0,0,0,0.0,0.0,,,,19:18.167,0.00,,,,44,,,0,,Potomac,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,16th,1158167,273490,4:33.490,1,1000,644501,10:44.501,2,2000,963422,16:03.422,3,3000,19:18.167,4,4000,1,0,16,0,16,0,16,0,0,0,0,0,,,,,,,,44,Potomac,,,
Men's Master Fours [40+],2018,17,1160377,24,7280_1365709591042.png,A,"Yruretagoyena, K.",19:20.377,1212,0,0,0,0,0.0,0.0,,,,19:20.377,0.00,,,,47,,,0,,Mt. Baker,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,17th,1160377,272098,4:32.098,1,1000,643181,10:43.181,2,2000,962804,16:02.804,3,3000,19:20.377,4,4000,1,0,17,0,17,0,17,0,0,0,0,0,,,,,,,,47,Mt. Baker,,,
Men's Master Fours [40+],2018,18,1169561,32,4809_1495480248182.png,A,"Lasic, I.",19:29.561,5051,0,0,0,0,0.0,0.0,,,,19:29.561,0.00,,,,46,,,0,,NU Alumni,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,18th,1169561,264710,4:24.710,1,1000,636524,10:36.524,2,2000,965980,16:05.980,3,3000,19:29.561,4,4000,1,0,18,0,18,0,18,0,0,0,0,0,,,,,,,,46,NU Alumni,,,
Men's Master Fours [40+],2018,19,1175917,14,1992_1211667611235.png,A,"Safdie, J.",19:35.917,5073,0,0,0,0,0.0,0.0,,,,19:35.917,0.00,,,,48,,,0,,Gentle Giant,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,19th,1175917,274156,4:34.156,1,1000,649134,10:49.134,2,2000,975388,16:15.388,3,3000,19:35.917,4,4000,1,0,19,0,19,0,19,0,0,0,0,0,,,,,,,,48,Gentle Giant,,,
Men's Master Fours [40+],2018,20,1187529,18,2308_1364071604328.png,A,"Luedi, P.",19:47.529,2044,0,0,0,0,0.0,0.0,,,,19:47.529,0.00,,,,43,,,0,,MITRC,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,20th,1187529,282672,4:42.672,1,1000,657016,10:57.016,2,2000,985446,16:25.446,3,3000,19:47.529,4,4000,1,0,20,0,20,0,20,0,0,0,0,0,,,,,,,,43,MITRC,,,
Men's Master Fours [40+],2018,21,1188303,29,510_1317153538347.png,A,"Varro, M.",19:48.303,951,0,0,0,0,0.0,0.0,,,,19:48.303,0.00,,,,42,,,0,,SORA,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,21st,1188303,279712,4:39.712,1,1000,658054,10:58.054,2,2000,984084,16:24.084,3,3000,19:48.303,4,4000,1,0,21,0,21,0,21,0,0,0,0,0,,,,,,,,42,SORA,,,
Men's Master Fours [40+],2018,22,1189441,27,1362_1285551585522.png,A,"Humphrey, S.",19:49.441,1704,0,0,0,0,0.0,0.0,,,,19:49.441,0.00,,,,53,,,0,,PCRA,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,22nd,1189441,279772,4:39.772,1,1000,653581,10:53.581,2,2000,984052,16:24.052,3,3000,19:49.441,4,4000,1,0,22,0,22,0,22,0,0,0,0,0,,,,,,,,53,PCRA,,,
Men's Master Fours [40+],2018,23,1189851,17,303_1212120043658.png,A,"Kahn, J.",19:49.851,3051,0,0,0,0,0.0,0.0,,,,19:49.851,0.00,,,,45,,,0,,Lake Union,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,23rd,1189851,280446,4:40.446,1,1000,655783,10:55.783,2,2000,986274,16:26.274,3,3000,19:49.851,4,4000,1,0,23,0,23,0,23,0,0,0,0,0,,,,,,,,45,Lake Union,,,
Men's Master Fours [40+],2018,24,1194157,25,573_1211503306792.png,A,"Owens, J.",19:54.157,4867,0,0,0,0,0.0,0.0,,,,19:54.157,0.00,,,,49,,,0,,Atlanta,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,24th,1194157,284020,4:44.020,1,1000,664176,11:04.176,2,2000,992904,16:32.904,3,3000,19:54.157,4,4000,1,0,24,0,24,0,24,0,0,0,0,0,,,,,,,,49,Atlanta,,,
Men's Master Fours [40+],2018,25,1200273,22,1906_1215662725403.png,A,"Sheehan, J.",20:00.273,256,0,0,0,0,0.0,0.0,,,,20:00.273,0.00,,,,40,,,0,,Shandon,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,25th,1200273,283608,4:43.608,1,1000,665227,11:05.227,2,2000,998096,16:38.096,3,3000,20:00.273,4,4000,1,0,25,0,25,0,25,0,0,0,0,0,,,,,,,,40,Shandon,,,
Men's Master Fours [40+],2018,26,1205605,11,2121_1211508273494.png,A,"Waldron, T.",20:05.605,4386,0,0,0,0,0.0,0.0,,,,20:05.605,0.00,,,,56,,,0,,King's Crown,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,26th,1205605,290924,4:50.924,1,1000,675711,11:15.711,2,2000,1004864,16:44.864,3,3000,20:05.605,4,4000,1,0,26,0,26,0,26,0,0,0,0,0,,,,,,,,56,King's Crown,,,
Men's Master Fours [40+],2018,27,1208337,20,207_1211668021854.png,A,"Fradkin, N.",20:08.337,1400,0,0,0,0,0.0,0.0,,,,20:08.337,0.00,,,,44,,,0,,Green Lake,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,27th,1208337,291140,4:51.140,1,1000,676286,11:16.286,2,2000,1006046,16:46.046,3,3000,20:08.337,4,4000,1,0,27,0,27,0,27,0,0,0,0,0,,,,,,,,44,Green Lake,,,
Men's Master Fours [40+],2018,28,1211885,19,334_1211725878443.png,A,"McGuirk, J.",20:11.885,5085,0,0,0,0,0.0,0.0,,,,20:11.885,0.00,,,,40,,,0,,D.C. Strokes,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,28th,1211885,279752,4:39.752,1,1000,666194,11:06.194,2,2000,1003448,16:43.448,3,3000,20:11.885,4,4000,1,0,28,0,28,0,28,0,0,0,0,0,,,,,,,,40,D.C. Strokes,,,
Men's Master Fours [40+],2018,29,1280745,15,,A,"Zhou, g.",21:20.745,214,0,0,0,0,0.0,0.0,,,,21:20.745,0.00,,,,44,,,0,,Bumblebee,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,29th,1280745,307464,5:07.464,1,1000,714490,11:54.490,2,2000,1058670,17:38.670,3,3000,21:20.745,4,4000,1,0,29,0,29,0,29,0,0,0,0,0,,,,,,,,44,Bumblebee,,,
Men's Master Fours [40+],2018,30,1310697,21,9519_1443841051002.png,A,"Gula, H.",21:50.697,3376,0,0,0,0,0.0,0.0,,,,21:50.697,0.00,,,,43,,,0,,MA State Police,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,30th,1310697,308394,5:08.394,1,1000,730816,12:10.816,2,2000,1086874,18:06.874,3,3000,21:50.697,4,4000,1,0,30,0,30,0,30,0,0,0,0,0,,,,,,,,43,MA State Police,,,
Men's Master Fours [40+],2018,31,1314222,31,291_1211665271091.png,A,"Prokofiev, I.",21:54.222,3057,0,0,0,0,0.0,0.0,,,,21:54.222,0.00,,,,47,,,0,,Carnegie Lake,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,31st,1314222,307617,5:07.617,1,1000,723478,12:03.478,2,2000,1087337,18:07.337,3,3000,21:54.222,4,4000,1,0,31,0,31,0,31,0,0,0,0,0,,,,,,,,47,Carnegie Lake,,,
Men's Master Fours [40+],2018,32,1374683,28,11073_1504095330895.png,A,"Reilly, S.",22:54.683,4142,0,0,0,0,0.0,0.0,,,,22:54.683,0.00,,,,46,,,0,,Rensselaer Alumni,0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,32nd,1374683,313820,5:13.820,1,1000,749251,12:29.251,2,2000,1134662,18:54.662,3,3000,22:54.683,4,4000,1,0,32,0,32,0,32,0,0,0,0,0,,,,,,,,46,Rensselaer Alumni,,,
Men's Master Fours [40+],2018,999,0,30,4824_1348393760026.png,A,,,4514,0,0,0,0,0.0,0.0,,,DNS,,0.00,,,,0,,,0,,"East Bay Rowing, Inc",0,,0,0,0,1540154250000,Riverside,Weld,CBC,Finish,0.0m,,,,,0,0,,1,1000,0,,2,2000,0,,3,3000,,4,4000,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,"East Bay Rowing, Inc",,,
Men's Master Fours [40+],2019,1,1014764,2,5134_1343462761709.png,A,"Parish, M.",16:54.764,268,0,0,0,0,0.0,0.0,2,,,16:54.764,0.00,,,,43,,,0,,Crabtree,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,1st,1014764,232833,3:52.833,1,1100,564465,9:24.465,2,1500,844565,14:04.565,3,1400,16:54.764,4,800,1,232833,1,331632,1,280100,1,170199,0,0,0,0,3:52.833,5:31.632,4:40.100,2:50.199,,,,43,Crabtree,,,
Men's Master Fours [40+],2019,2,1042553,4,2226_1382820741766.png,A,"Gary, D.",17:22.553,2043,0,5000,27789,0,0.027384693,0.0,4,13-FO,,17:17.553,0.00,0:05.000,0:27.789,,41,2.74,,0,,Greenwich Crew,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,2nd,1037553,239473,3:59.473,1,1100,579715,9:39.715,2,1500,867561,14:27.561,3,1400,17:17.553,4,800,1,239473,2,340242,2,287846,2,169992,0,0,0,0,3:59.473,5:40.242,4:47.846,2:49.992,,,,41,Greenwich Crew,,,
Men's Master Fours [40+],2019,3,1047005,1,,A,"Greer, J.",17:27.005,293,0,0,32241,0,0.03177192,0.0,1,,,17:27.005,0.00,,0:32.241,,41,3.18,,0,,Club Nautico De San Juan,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,3rd,1047005,239116,3:59.116,1,1100,576951,9:36.951,2,1500,871871,14:31.871,3,1400,17:27.005,4,800,1,239116,3,337835,3,294920,3,175134,0,0,0,0,3:59.116,5:37.835,4:54.920,2:55.134,,,,41,Club Nautico De San Juan,,,
Men's Master Fours [40+],2019,4,1051360,5,310_1211728183517.png,A,"McGinnis, M.",17:31.360,3679,0,0,36596,0,0.03606356,0.0,5,,,17:31.360,0.00,,0:36.596,,45,3.61,,0,,Sammamish Rowing Association,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,4th,1051360,246769,4:06.769,1,1100,586813,9:46.813,2,1500,875389,14:35.389,3,1400,17:31.360,4,800,1,246769,4,340044,4,288576,4,175971,0,0,0,0,4:06.769,5:40.044,4:48.576,2:55.971,,,,45,Sammamish Rowing Association,,,
Men's Master Fours [40+],2019,5,1070928,18,214_1211376727039.png,A,"Kozak, J.",17:50.928,3330,0,0,56164,0,0.055346858,0.0,18,,,17:50.928,0.00,,0:56.164,,42,5.53,,0,,Western Reserve,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,5th,1070928,251886,4:11.886,1,1100,601862,10:01.862,2,1500,894479,14:54.479,3,1400,17:50.928,4,800,1,251886,5,349976,5,292617,5,176449,0,0,0,0,4:11.886,5:49.976,4:52.617,2:56.449,,,,42,Western Reserve,,,
Men's Master Fours [40+],2019,6,1075118,13,303_1212120043658.png,A,"Weber, C.",17:55.118,3634,0,0,60354,0,0.0594759,0.0,13,,,17:55.118,0.00,,1:00.354,,42,5.95,,0,,Lake Union,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,6th,1075118,250574,4:10.574,1,1100,600621,10:00.621,2,1500,897848,14:57.848,3,1400,17:55.118,4,800,1,250574,6,350047,6,297227,6,177270,0,0,0,0,4:10.574,5:50.047,4:57.227,2:57.270,,,,42,Lake Union,,,
Men's Master Fours [40+],2019,7,1093408,7,1239_1450500201105.png,A,"Cunitz, C.",18:13.408,3548,0,0,78644,0,0.07749979,0.0,7,,,18:13.408,0.00,,1:18.644,,42,7.75,,0,,Pocock,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,7th,1093408,255186,4:15.186,1,1100,606877,10:06.877,2,1500,908987,15:08.987,3,1400,18:13.408,4,800,1,255186,7,351691,7,302110,7,184421,0,0,0,0,4:15.186,5:51.691,5:02.110,3:04.421,,,,42,Pocock,,,
Men's Master Fours [40+],2019,8,1103040,19,602_1211574853351.png,A,"SHALABI, K.",18:23.040,4121,0,0,88276,0,0.08699165,0.0,19,,,18:23.040,0.00,,1:28.276,,49,8.70,,0,,Texas Rowing Center,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,8th,1103040,261178,4:21.178,1,1100,619891,10:19.891,2,1500,920821,15:20.821,3,1400,18:23.040,4,800,1,261178,8,358713,8,300930,8,182219,0,0,0,0,4:21.178,5:58.713,5:00.930,3:02.219,,,,49,Texas Rowing Center,,,
Men's Master Fours [40+],2019,9,1106707,9,238_1211665257746.png,A,"NEUMANN, S.",18:26.707,4402,0,0,91943,0,0.0906053,0.0,9,,,18:26.707,0.00,,1:31.943,,42,9.06,,0,,Capital,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,9th,1106707,260330,4:20.330,1,1100,613809,10:13.809,2,1500,918592,15:18.592,3,1400,18:26.707,4,800,1,260330,9,353479,9,304783,9,188115,0,0,0,0,4:20.330,5:53.479,5:04.783,3:08.115,,,,42,Capital,,,
Men's Master Fours [40+],2019,10,1110179,10,338_1278760544618.png,A,"Bosch, B.",18:30.179,4039,0,0,95415,0,0.09402679,0.0,10,,,18:30.179,0.00,,1:35.415,,40,9.40,,0,,Occoquan,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,10th,1110179,255694,4:15.694,1,1100,609575,10:09.575,2,1500,918450,15:18.450,3,1400,18:30.179,4,800,1,255694,10,353881,10,308875,10,191729,0,0,0,0,4:15.694,5:53.881,5:08.875,3:11.729,,,,40,Occoquan,,,
Men's Master Fours [40+],2019,11,1124969,15,267_1211728194035.png,A,"Norskog, M.",18:44.969,1712,0,0,110205,0,0.10860161,0.0,15,,,18:44.969,0.00,,1:50.205,,43,10.86,,0,,San Diego RC,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,11th,1124969,268683,4:28.683,1,1100,632516,10:32.516,2,1500,938735,15:38.735,3,1400,18:44.969,4,800,1,268683,11,363833,11,306219,11,186234,0,0,0,0,4:28.683,6:03.833,5:06.219,3:06.234,,,,43,San Diego RC,,,
Men's Master Fours [40+],2019,12,1127788,12,7280_1365709591042.png,A,"Skrivan, S.",18:47.788,2087,0,0,113024,0,0.11137959,0.0,12,,,18:47.788,0.00,,1:53.024,,48,11.14,,0,,Mt. Baker,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,12th,1127788,267716,4:27.716,1,1100,633515,10:33.515,2,1500,940208,15:40.208,3,1400,18:47.788,4,800,1,267716,12,365799,12,306693,12,187580,0,0,0,0,4:27.716,6:05.799,5:06.693,3:07.580,,,,48,Mt. Baker,,,
Men's Master Fours [40+],2019,13,1144361,11,722_1211574109030.png,A,"Moburg-Jones, A.",19:04.361,4908,0,0,129597,0,0.12771147,0.0,11,,,19:04.361,0.00,,2:09.597,,44,12.77,,0,,Potomac,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,13th,1144361,261540,4:21.540,1,1100,632044,10:32.044,2,1500,948957,15:48.957,3,1400,19:04.361,4,800,1,261540,13,370504,13,316913,13,195404,0,0,0,0,4:21.540,6:10.504,5:16.913,3:15.404,,,,44,Potomac,,,
Men's Master Fours [40+],2019,14,1148393,6,209_1211427161422.png,A,"Kowalski, J.",19:08.393,3456,0,0,133629,0,0.13168481,0.0,6,,,19:08.393,0.00,,2:13.629,,42,13.17,,0,,Fairmount,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,14th,1148393,260433,4:20.433,1,1100,622567,10:22.567,2,1500,927814,15:27.814,3,1400,19:08.393,4,800,1,260433,14,362134,14,305247,14,220579,0,0,0,0,4:20.433,6:02.134,5:05.247,3:40.579,,,,42,Fairmount,,,
Men's Master Fours [40+],2019,15,1156092,8,279_1211427642464.png,A,"Feldman, M.",19:16.092,3230,0,0,141328,0,0.1392718,0.0,8,,,19:16.092,0.00,,2:21.328,,46,13.93,,0,,Riverside,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,15th,1156092,267908,4:27.908,1,1100,639491,10:39.491,2,1500,957120,15:57.120,3,1400,19:16.092,4,800,1,267908,15,371583,15,317629,15,198972,0,0,0,0,4:27.908,6:11.583,5:17.629,3:18.972,,,,46,Riverside,,,
Men's Master Fours [40+],2019,16,1216216,20,9229_1428246931685.png,A,"Nicholson, C.",20:16.216,3649,0,0,201452,0,0.19852103,0.0,20,,,20:16.216,0.00,,3:21.452,,47,19.85,,0,,Quinsigamond RC,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,16th,1216216,294393,4:54.393,1,1100,691578,11:31.578,2,1500,1020606,17:00.606,3,1400,20:16.216,4,800,1,294393,16,397185,16,329028,16,195610,0,0,0,0,4:54.393,6:37.185,5:29.028,3:15.610,,,,47,Quinsigamond RC,,,
Men's Master Fours [40+],2019,17,1239150,17,1235_1238029899780.png,A,"Herring, J.",20:39.150,1915,0,0,224386,0,0.22112137,0.0,17,,,20:39.150,0.00,,3:44.386,,41,22.11,,0,,Sarasota Crew,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,17th,1239150,292486,4:52.486,1,1100,692614,11:32.614,2,1500,1032392,17:12.392,3,1400,20:39.150,4,800,1,292486,17,400128,17,339778,17,206758,0,0,0,0,4:52.486,6:40.128,5:39.778,3:26.758,,,,41,Sarasota Crew,,,
Men's Master Fours [40+],2019,18,1242121,3,540_1212120113487.png,A,"Peers, A.",20:42.121,5066,0,60000,227357,0,0.22404914,0.0,3,14-SC,,19:42.121,0.00,1:00.000,3:47.357,,43,22.40,,0,,Minneapolis Rowing Club,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,18th,1182121,269792,4:29.792,1,1100,642918,10:42.918,2,1500,960515,16:00.515,3,1400,19:42.121,4,800,1,269792,18,373126,18,317597,18,221606,0,0,0,0,4:29.792,6:13.126,5:17.597,3:41.606,,,,43,Minneapolis Rowing Club,,,
Men's Master Fours [40+],2019,19,1275100,14,9519_1443841051002.png,A,"Gula, H.",21:15.100,5188,0,0,260336,0,0.25654832,0.0,14,,,21:15.100,0.00,,4:20.336,,44,25.65,,0,,MA State Police,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,19th,1275100,305164,5:05.164,1,1100,717789,11:57.789,2,1500,1063742,17:43.742,3,1400,21:15.100,4,800,1,305164,19,412625,19,345953,19,211358,0,0,0,0,5:05.164,6:52.625,5:45.953,3:31.358,,,,44,MA State Police,,,
Men's Master Fours [40+],2019,999,56211240,16,7815_1413773601214.png,A,"Spencer, J.",15:36:51.240,3710,0,0,0,0,0.0,0.0,16,,DNS,15:36:51.240,0.00,,,,41,,,0,,612 Endurance,0,,0,0,0,1571798546000,Riverside,Weld,CBC,Finish,0.0m,,,,,56211240,0,,1,1100,55643694,15:27:23.694,2,1500,0,,3,1400,15:36:51.240,4,800,1,0,0,406758,0,0,0,0,0,0,0,0,,6:46.758,,,,,,41,612 Endurance,,,
Men's Master Fours [40+],2021,1,1031163,7,722_1211574109030.png,A,"Price, B.",17:11.163,3816,0,0,0,0,0.0,0.0,7,,,17:11.163,0.00,,,,40,,,0,,Potomac,0,,0,0,0,1635113105000,Riverside,Weld,CBC,Finish,0.0m,,,,1st,1031163,242576,4:02.576,1,1100,570028,9:30.028,2,1500,855477,14:15.477,3,1400,17:11.163,4,800,1,242576,1,327452,1,285449,1,175686,0,0,0,0,4:02.576,5:27.452,4:45.449,2:55.686,,,,40,Potomac,,,
Men's Master Fours [40+],2021,2,1041298,1,,A,"Quie, J.",17:21.298,94,0,0,10135,10135,0.009828708,0.009828708,1,,,17:21.298,0.00,,0:10.135,0:10.135,41,0.98,0.98,0,,Club Nautico De San Juan,0,,10135,10135,10135,1635113105000,Riverside,Weld,CBC,Finish,0.0m,,,,2nd,1041298,245871,4:05.871,1,1100,575439,9:35.439,2,1500,863588,14:23.588,3,1400,17:21.298,4,800,1,245871,2,329568,2,288149,2,177710,0,0,0,0,4:05.871,5:29.568,4:48.149,2:57.710,0:10.135,0:10.135,0:10.135,41,Club Nautico De San Juan,,,
Men's Master Fours [40+],2021,3,1066283,2,214_1211376727039.png,A,"Kozak, J.",17:46.283,3200,0,0,35120,35120,0.03405863,0.03405863,2,,,17:46.283,0.00,,0:35.120,0:35.120,43,3.41,3.41,0,,Western Reserve,0,,35120,35120,35120,1635113105000,Riverside,Weld,CBC,Finish,0.0m,,,,3rd,1066283,252072,4:12.072,1,1100,590031,9:50.031,2,1500,884018,14:44.018,3,1400,17:46.283,4,800,1,252072,3,337959,3,293987,3,182265,0,0,0,0,4:12.072,5:37.959,4:53.987,3:02.265,0:35.120,0:35.120,0:35.120,43,Western Reserve,,,
