eventName,year,finishPlace,adjustedTime,lane,screenFile,seed,boatLabel,adjustedTimeString,boatId,handicap,penalty,adjustedTimeDelta,rawTimeDelta,adjustedTimePercent,rawTimePercent,laneLong,penaltyCode,boatStatus,rawTimeString,handicapString,penaltyString,adjustedTimeDeltaString,rawTimeDeltaString,avg_age,adjustedTimePercentString,rawTimePercentString,photoId,composite,longName,displayNum,altTitle,sp1Delta,sp2Delta,sp3Delta,dtUpdated,sp1Label,sp2Label,sp3Label,sp4Label,distanceRowed,distanceDelta,distancePercent,detailsUrl,orderOfFinishPlace,sp4RawTime,sp1RawTime,sp1RawTimeString,sp1Location,sp1Distance,sp2RawTime,sp2RawTimeString,sp2Location,sp2Distance,sp3RawTime,sp3RawTimeString,sp3Location,sp3Distance,sp4RawTimeString,sp4Location,sp4Distance,orgCount,sp1Split,sp1Place,sp2Split,sp2Place,sp3Split,sp3Place,sp4Split,sp1SplitPlace,sp2SplitPlace,sp3SplitPlace,sp4SplitPlace,sp1SplitTimeString,sp2SplitTimeString,sp3SplitTimeString,sp4SplitTimeString,sp1MarginString,sp2MarginString,sp3MarginString,avgAge,orgName,marginComment,comment,divisionTitle
Men's Club Eights,2015,10,948976,10,279_1211427642464.png,A,C. Wu,15:48.976,4021,0,0,44030,44030,0.0487,0.0487,10,,,15:48.976,0.00,,0:44.030,0:44.030,26,4.87,4.87,0,,Riverside,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,10th,948976,224452,3:44.452,1,0,520728,8:40.728,2,0,790652,13:10.652,3,0,15:48.976,4,0,1,224452,11,296276,12,269924,11,158324,0,0,0,0,3:44.452,4:56.276,4:29.924,2:38.324,,,,26,Riverside,,,
Men's Club Eights,2015,11,950076,14,405_1340136607679.png,A,M. Farmer,15:50.076,4399,0,0,45130,45130,0.0499,0.0499,14,,,15:50.076,0.00,,0:45.130,0:45.130,27,4.99,4.99,0,,Fat Cat,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,11th,950076,221725,3:41.725,1,0,518042,8:38.042,2,0,791004,13:11.004,3,0,15:50.076,4,0,1,221725,8,296317,13,272962,15,159072,0,0,0,0,3:41.725,4:56.317,4:32.962,2:39.072,,,,27,Fat Cat,,,
Men's Club Eights,2015,12,951217,9,722_1211574109030.png,A,J. Forrest,15:51.217,4322,0,0,46270,46270,0.0511,0.0511,9,,,15:51.217,0.00,,0:46.270,0:46.270,29,5.11,5.11,0,,Potomac,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,12th,951217,220811,3:40.811,1,0,521237,8:41.237,2,0,792429,13:12.429,3,0,15:51.217,4,0,1,220811,7,300426,19,271192,12,158788,0,0,0,0,3:40.811,5:00.426,4:31.192,2:38.788,,,,29,Potomac,,,
Men's Club Eights,2015,13,951233,39,1986_1211368995399.png,A,B. Plunkett,15:51.233,3835,0,0,46280,46280,0.0511,0.0511,39,,,15:51.233,0.00,,0:46.280,0:46.280,19,5.11,5.11,0,,Dartmouth,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,13th,951233,220267,3:40.267,1,0,514581,8:34.581,2,0,786986,13:06.986,3,0,15:51.233,4,0,1,220267,5,294314,9,272405,13,164247,0,0,0,0,3:40.267,4:54.314,4:32.405,2:44.247,,,,19,Dartmouth,,,
Men's Club Eights,2015,14,953425,18,172_1211369665746.png,C,T. Gill,15:53.425,3826,0,0,48480,48480,0.0536,0.0536,18,,,15:53.425,0.00,,0:48.480,0:48.480,20,5.36,5.36,0,,Harvard U,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,14th,953425,230810,3:50.810,1,0,525979,8:45.979,2,0,795748,13:15.748,3,0,15:53.425,4,0,1,230810,24,295169,11,269769,10,157677,0,0,0,0,3:50.810,4:55.169,4:29.769,2:37.677,,,,20,Harvard U,,,
Men's Club Eights,2015,15,953970,29,303_1212120043658.png,A,k. Tickell,15:53.970,543,0,0,49020,49020,0.0542,0.0542,29,,,15:53.970,0.00,,0:49.020,0:49.020,30,5.42,5.42,0,,Lake Union,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,15th,953970,224811,3:44.811,1,0,521348,8:41.348,2,0,794314,13:14.314,3,0,15:53.970,4,0,1,224811,13,296537,14,272966,14,159656,0,0,0,0,3:44.811,4:56.537,4:32.966,2:39.656,,,,30,Lake Union,,,
Men's Club Eights,2015,16,955609,37,9283_1430591696792.png,A,R. O'Callaghan,15:55.609,1256,0,0,50660,50660,0.056,0.056,37,,,15:55.609,0.00,,0:50.660,0:50.660,31,5.60,5.60,0,,Grainne Mhaol,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,16th,955609,223823,3:43.823,1,0,523869,8:43.869,2,0,797056,13:17.056,3,0,15:55.609,4,0,1,223823,10,300046,17,273187,16,158553,0,0,0,0,3:43.823,5:00.046,4:33.187,2:38.553,,,,31,Grainne Mhaol,,,
Men's Club Eights,2015,17,956271,8,172_1211369665746.png,B,A. Sterne,15:56.271,3825,0,0,51320,51320,0.0567,0.0567,8,,,15:56.271,0.00,,0:51.320,0:51.320,18,5.67,5.67,0,,Harvard U,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,17th,956271,230661,3:50.661,1,0,521665,8:41.665,2,0,795831,13:15.831,3,0,15:56.271,4,0,1,230661,23,291004,7,274166,17,160440,0,0,0,0,3:50.661,4:51.004,4:34.166,2:40.440,,,,18,Harvard U,,,
Men's Club Eights,2015,18,961583,22,606_1211513372867.png,A,T. Gentry,16:01.583,4033,0,0,56630,56630,0.0626,0.0626,22,,,16:01.583,0.00,,0:56.630,0:56.630,26,6.26,6.26,0,,Union,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,18th,961583,227127,3:47.127,1,0,527439,8:47.439,2,0,803156,13:23.156,3,0,16:01.583,4,0,1,227127,17,300312,18,275717,18,158427,0,0,0,0,3:47.127,5:00.312,4:35.717,2:38.427,,,,26,Union,,,
Men's Club Eights,2015,19,963123,12,59_1211513070024.png,B,B. Colasacco,16:03.123,3576,0,0,58170,58170,0.0643,0.0643,12,,,16:03.123,0.00,,0:58.170,0:58.170,20,6.43,6.43,0,,Naval Academy,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,19th,963123,229447,3:49.447,1,0,528433,8:48.433,2,0,804456,13:24.456,3,0,16:03.123,4,0,1,229447,21,298986,15,276023,19,158667,0,0,0,0,3:49.447,4:58.986,4:36.023,2:38.667,,,,20,Naval Academy,,,
Men's Club Eights,2015,20,973732,23,1929_1221791515982.png,A,J. Gordon,16:13.732,4303,0,0,68780,68780,0.076,0.076,23,,,16:13.732,0.00,,1:08.780,1:08.780,18,7.60,7.60,0,,MIT,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,20th,973732,227422,3:47.422,1,0,528740,8:48.740,2,0,812586,13:32.586,3,0,16:13.732,4,0,1,227422,18,301318,20,283846,28,161146,0,0,0,0,3:47.422,5:01.318,4:43.846,2:41.146,,,,18,MIT,,,
Men's Club Eights,2015,21,974138,34,1985_1331388515092.png,A,M. Milosavljevic,16:14.138,3108,0,0,69190,69190,0.0765,0.0765,34,,,16:14.138,0.00,,1:09.190,1:09.190,20,7.65,7.65,0,,Hobart College,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,21st,974138,225740,3:45.740,1,0,528602,8:48.602,2,0,808350,13:28.350,3,0,16:14.138,4,0,1,225740,14,302862,24,279748,24,165788,0,0,0,0,3:45.740,5:02.862,4:39.748,2:45.788,,,,20,Hobart College,,,
Men's Club Eights,2015,22,974898,40,36_1211513061426.png,A,J. Brooks,16:14.898,3571,0,0,69950,69950,0.0773,0.0773,40,,,16:14.898,0.00,,1:09.950,1:09.950,20,7.73,7.73,0,,West Point,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,22nd,974898,234959,3:54.959,1,0,537708,8:57.708,2,0,816864,13:36.864,3,0,16:14.898,4,0,1,234959,28,302749,23,279156,22,158034,0,0,0,0,3:54.959,5:02.749,4:39.156,2:38.034,,,,20,West Point,,,
Men's Club Eights,2015,23,977909,16,665_1211370631096.png,A,K. Train,16:17.909,3294,0,0,72960,72960,0.0806,0.0806,16,,,16:17.909,0.00,,1:12.960,1:12.960,20,8.06,8.06,0,,WPI,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,23rd,977909,231780,3:51.780,1,0,536835,8:56.835,2,0,816296,13:36.296,3,0,16:17.909,4,0,1,231780,25,305055,27,279461,23,161613,0,0,0,0,3:51.780,5:05.055,4:39.461,2:41.613,,,,20,WPI,,,
Men's Club Eights,2015,24,978609,17,1071_1317959541281.png,A,C. Norton,16:18.609,4269,0,0,73660,73660,0.0814,0.0814,17,,,16:18.609,0.00,,1:13.660,1:13.660,20,8.14,8.14,0,,Holy Cross,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,24th,978609,227000,3:47.000,1,0,529597,8:49.597,2,0,815814,13:35.814,3,0,16:18.609,4,0,1,227000,16,302597,22,286217,30,162795,0,0,0,0,3:47.000,5:02.597,4:46.217,2:42.795,,,,20,Holy Cross,,,
Men's Club Eights,2015,25,979598,19,1107_1211368039962.png,A,J. Morcos,16:19.598,3333,0,0,74650,74650,0.0825,0.0825,19,,,16:19.598,0.00,,1:14.650,1:14.650,19,8.25,8.25,0,,Bucknell,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,25th,979598,227879,3:47.879,1,0,531142,8:51.142,2,0,813972,13:33.972,3,0,16:19.598,4,0,1,227879,20,303263,25,282830,26,165626,0,0,0,0,3:47.879,5:03.263,4:42.830,2:45.626,,,,19,Bucknell,,,
Men's Club Eights,2015,26,979676,26,2308_1364071604328.png,A,W. Richards,16:19.676,4349,0,0,74730,74730,0.0826,0.0826,26,,,16:19.676,0.00,,1:14.730,1:14.730,26,8.26,8.26,0,,MITRC,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,26th,979676,230580,3:50.580,1,0,532084,8:52.084,2,0,816817,13:36.817,3,0,16:19.676,4,0,1,230580,22,301504,21,284733,29,162859,0,0,0,0,3:50.580,5:01.504,4:44.733,2:42.859,,,,26,MITRC,,,
Men's Club Eights,2015,27,982359,6,2027_1211683933573.png,A,J. Abele,16:22.359,3867,0,0,77410,77410,0.0855,0.0855,6,,,16:22.359,0.00,,1:17.410,1:17.410,35,8.55,8.55,0,,University Barge,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,27th,982359,238223,3:58.223,1,0,543221,9:03.221,2,0,821169,13:41.169,3,0,16:22.359,4,0,1,238223,30,304998,26,277948,20,161190,0,0,0,0,3:58.223,5:04.998,4:37.948,2:41.190,,,,35,University Barge,,,
Men's Club Eights,2015,28,987518,21,89_1211369292142.png,A,T. Day,16:27.518,1042,0,0,82570,82570,0.0912,0.0912,21,,,16:27.518,0.00,,1:22.570,1:22.570,20,9.12,9.12,0,,Fairfield,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,28th,987518,232026,3:52.026,1,0,539906,8:59.906,2,0,818977,13:38.977,3,0,16:27.518,4,0,1,232026,26,307880,28,279071,21,168541,0,0,0,0,3:52.026,5:07.880,4:39.071,2:48.541,,,,20,Fairfield,,,
Men's Club Eights,2015,29,993765,13,3810_1294536319541.png,A,W. Colbert,16:33.765,2806,0,0,88820,88820,0.0981,0.0981,13,,,16:33.765,0.00,,1:28.820,1:28.820,20,9.81,9.81,0,,GMU Crew,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,29th,993765,232335,3:52.335,1,0,550467,9:10.467,2,0,833335,13:53.335,3,0,16:33.765,4,0,1,232335,27,318132,32,282868,27,160430,0,0,0,0,3:52.335,5:18.132,4:42.868,2:40.430,,,,20,GMU Crew,,,
Men's Club Eights,2015,30,1003783,30,62_1211511894905.png,A,J. Martin,16:43.783,944,0,0,98830,98830,0.1092,0.1092,30,,,16:43.783,0.00,,1:38.830,1:38.830,20,10.92,10.92,0,,RIT,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,30th,1003783,239578,3:59.578,1,0,553721,9:13.721,2,0,836050,13:56.050,3,0,16:43.783,4,0,1,239578,32,314143,30,282329,25,167733,0,0,0,0,3:59.578,5:14.143,4:42.329,2:47.733,,,,20,RIT,,,
Men's Club Eights,2015,31,1016395,20,7699_1373865180290.png,A,J. Quie,16:56.395,2905,0,0,111450,111450,0.1232,0.1232,20,,,16:56.395,0.00,,1:51.450,1:51.450,30,12.32,12.32,0,,Georgetown,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,31st,1016395,237942,3:57.942,1,0,551827,9:11.827,2,0,848296,14:08.296,3,0,16:56.395,4,0,1,237942,29,313885,29,296469,33,168099,0,0,0,0,3:57.942,5:13.885,4:56.469,2:48.099,,,,30,Georgetown,,,
Men's Club Eights,2015,32,1025546,33,2121_1211508273494.png,A,B. Goggin,17:05.546,4650,0,0,120600,120600,0.1333,0.1333,33,,,17:05.546,0.00,,2:00.600,2:00.600,23,13.33,13.33,0,,King's Crown,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,32nd,1025546,251756,4:11.756,1,0,571270,9:31.270,2,0,860817,14:20.817,3,0,17:05.546,4,0,1,251756,37,319514,34,289547,31,164729,0,0,0,0,4:11.756,5:19.514,4:49.547,2:44.729,,,,23,King's Crown,,,
Men's Club Eights,2015,33,1029371,24,4797_1338569466223.png,A,S. Medcalf,17:09.371,4213,0,0,124420,124420,0.1375,0.1375,24,,,17:09.371,0.00,,2:04.420,2:04.420,32,13.75,13.75,0,,Brown Alumni,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,33rd,1029371,238423,3:58.423,1,0,559517,9:19.517,2,0,857312,14:17.312,3,0,17:09.371,4,0,1,238423,31,321094,36,297795,36,172059,0,0,0,0,3:58.423,5:21.094,4:57.795,2:52.059,,,,32,Brown Alumni,,,
Men's Club Eights,2015,34,1031353,36,5356_1344195266737.png,A,J. Davis,17:11.353,4654,0,0,126400,126400,0.1397,0.1397,36,,,17:11.353,0.00,,2:06.400,2:06.400,27,13.97,13.97,0,,HBS Crew,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,34th,1031353,243181,4:03.181,1,0,559389,9:19.389,2,0,859537,14:19.537,3,0,17:11.353,4,0,1,243181,33,316208,31,300148,37,171816,0,0,0,0,4:03.181,5:16.208,5:00.148,2:51.816,,,,27,HBS Crew,,,
Men's Club Eights,2015,35,1039308,25,628_1352230692395.png,A,J. Irving,17:19.308,3797,0,0,134360,134360,0.1485,0.1485,25,,,17:19.308,0.00,,2:14.360,2:14.360,43,14.85,14.85,0,,Yale Old Fellows,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,35th,1039308,245664,4:05.664,1,0,569458,9:29.458,2,0,866052,14:26.052,3,0,17:19.308,4,0,1,245664,34,323794,38,296594,34,173256,0,0,0,0,4:05.664,5:23.794,4:56.594,2:53.256,,,,43,Yale Old Fellows,,,
Men's Club Eights,2015,36,1040523,38,8061_1378926250433.png,A,J. Buckmann,17:20.523,4061,0,0,135570,135570,0.1498,0.1498,38,,,17:20.523,0.00,,2:15.570,2:15.570,24,14.98,14.98,0,,First State,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,36th,1040523,250241,4:10.241,1,0,571943,9:31.943,2,0,867194,14:27.194,3,0,17:20.523,4,0,1,250241,35,321702,37,295251,32,173329,0,0,0,0,4:10.241,5:21.702,4:55.251,2:53.329,,,,24,First State,,,
Men's Club Eights,2015,37,1044624,31,9286_1430592238184.png,A,S. Dudek,17:24.624,2151,0,0,139670,139670,0.1543,0.1543,31,,,17:24.624,0.00,,2:19.670,2:19.670,31,15.43,15.43,0,,BNY Mellon,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,37th,1044624,250533,4:10.533,1,0,571396,9:31.396,2,0,868490,14:28.490,3,0,17:24.624,4,0,1,250533,36,320863,35,297094,35,176134,0,0,0,0,4:10.533,5:20.863,4:57.094,2:56.134,,,,31,BNY Mellon,,,
Men's Club Eights,2015,38,1049909,28,47_1299336374691.png,A,M. Dolan,17:29.909,3515,0,0,144960,144960,0.1602,0.1602,28,,,17:29.909,0.00,,2:24.960,2:24.960,19,16.02,16.02,0,,UMass - Lowell,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,38th,1049909,254534,4:14.534,1,0,573521,9:33.521,2,0,875024,14:35.024,3,0,17:29.909,4,0,1,254534,39,318987,33,301503,38,174885,0,0,0,0,4:14.534,5:18.987,5:01.503,2:54.885,,,,19,UMass - Lowell,,,
Men's Club Eights,2015,39,1110682,27,8897_1409599630174.png,A,I. Watson,18:30.682,3957,0,0,205730,205730,0.2273,0.2273,27,,,18:30.682,0.00,,3:25.730,3:25.730,35,22.73,22.73,0,,Segreants,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,39th,1110682,253057,4:13.057,1,0,589982,9:49.982,2,0,908253,15:08.253,3,0,18:30.682,4,0,1,253057,38,336925,39,318271,39,202429,0,0,0,0,4:13.057,5:36.925,5:18.271,3:22.429,,,,35,Segreants,,,
Men's Club Eights,2015,40,1124954,41,1619_1212897506501.png,A,R. Weaver,18:44.954,3741,0,5000,220000,215000,0.2431,0.2376,41,12-FG,,18:39.954,0.00,0:05.000,3:40.000,3:35.000,27,24.31,23.76,0,,Amherst Alumni,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,40th,1119954,274833,4:34.833,1,0,616610,10:16.610,2,0,939626,15:39.626,3,0,18:39.954,4,0,1,274833,40,341777,40,323016,40,180328,0,0,0,0,4:34.833,5:41.777,5:23.016,3:00.328,,,,27,Amherst Alumni,,,
Men's Club Eights,2015,999,0,15,2832_1280801691065.png,A,N. Wiik,,653,0,0,0,0,0.0,0.0,15,10-ELIG,DQ,15:35.758,0.00,,,,29,,,0,,Norske,0,,0,0,0,1445207187000,Riverside,Weld,Cambridge BC,Finish,0.0m,,,,,935758,221901,3:41.901,1,0,517904,8:37.904,2,0,780590,13:00.590,3,0,15:35.758,4,0,1,221901,9,296003,12,262686,5,155168,0,0,0,0,3:41.901,4:56.003,4:22.686,2:35.168,,,,29,Norske,,,
Men's Club Eights,2016,1,898331,4,172_1211369665746.png,A,"Clarke, J.",14:58.331,3109,0,0,0,0,0.0,0.0,,,,14:58.331,0.00,,,,20,,,0,,Harvard U,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,1st,898331,210020,3:30.020,1,1000,501162,8:21.162,2,2000,748872,12:28.872,3,3000,14:58.331,4,4000,1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,20,Harvard U,,,
Men's Club Eights,2016,2,932553,2,2316_1495480215716.png,A,"Tzekov, C.",15:32.553,4908,0,0,0,0,0.0,0.0,,,,15:32.553,0.00,,,,19,,,0,,Northeastern University,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,2nd,932553,215315,3:35.315,1,1000,514574,8:34.574,2,2000,778533,12:58.533,3,3000,15:32.553,4,4000,1,0,2,0,2,0,2,0,0,0,0,0,,,,,,,,19,Northeastern University,,,
Men's Club Eights,2016,3,937121,5,78_1211367876374.png,A,"Kennedy, T.",15:37.121,3020,0,0,0,0,0.0,0.0,,,,15:37.121,0.00,,,,19,,,0,,BU Men,0,,0,0,0,1477255566000,Riverside,Weld,CBC,Finish,0.0m,,,,3rd,937121,218186,3:38.186,1,1000,520535,8:40.535,2,2000,783090,13:03.090,3,3000,15:37.121,4,4000,1,0,3,0,3,0,3,0,0,0,0,0,,,,,,,,19,BU Men,,,
Men's Club Eights,2016,4,941492,1,153_1267070876970.png,A,"Blood, E.",15:41.492,4956,0,0,0,0,0.0,0.0,,,,15:41.492,0.00,,,,20,,,0,,Brown,0,,0,0,0,1477255566000,Riverside,Weld,CBC,Finish,0.0m,,,,4th,941492,216547,3:36.547,1,1000,517029,8:37.029,2,2000,782731,13:02.731,3,3000,15:41.492,4,4000,1,0,4,0,4,0,4,0,0,0,0,0,,,,,,,,20,Brown,,,
Men's Club Eights,2016,5,943616,8,279_1211427642464.png,R,"Morelle, X.",15:43.616,4543,0,0,0,0,0.0,0.0,,,,15:43.616,0.00,,,,25,,,0,,Riverside,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,5th,943616,218804,3:38.804,1,1000,522020,8:42.020,2,2000,785970,13:05.970,3,3000,15:43.616,4,4000,1,0,5,0,5,0,5,0,0,0,0,0,,,,,,,,25,Riverside,,,Club
Men's Club Eights,2016,6,944388,11,1986_1211368995399.png,A,"Levinson, M.",15:44.388,4024,0,0,0,0,0.0,0.0,,,,15:44.388,0.00,,,,18,,,0,,Dartmouth,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,6th,944388,213653,3:33.653,1,1000,519002,8:39.002,2,2000,785300,13:05.300,3,3000,15:44.388,4,4000,1,0,6,0,6,0,6,0,0,0,0,0,,,,,,,,18,Dartmouth,,,
Men's Club Eights,2016,7,948328,10,722_1211574109030.png,A,"Rogers, B.",15:48.328,4839,0,0,0,0,0.0,0.0,,,,15:48.328,0.00,,,,27,,,0,,Potomac,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,7th,948328,216857,3:36.857,1,1000,523865,8:43.865,2,2000,789141,13:09.141,3,3000,15:48.328,4,4000,1,0,7,0,7,0,7,0,0,0,0,0,,,,,,,,27,Potomac,,,Club
Men's Club Eights,2016,8,948865,6,78_1211367876374.png,B,"Harmange, B.",15:48.865,3021,0,0,0,0,0.0,0.0,,,,15:48.865,0.00,,,,19,,,0,,BU Men,0,,0,0,0,1477255566000,Riverside,Weld,CBC,Finish,0.0m,,,,8th,948865,223283,3:43.283,1,1000,529090,8:49.090,2,2000,794045,13:14.045,3,3000,15:48.865,4,4000,1,0,8,0,8,0,8,0,0,0,0,0,,,,,,,,19,BU Men,,,
Men's Club Eights,2016,9,952355,7,59_1211513070024.png,A,"Butler, G.",15:52.355,4249,0,0,0,0,0.0,0.0,,,,15:52.355,0.00,,,,20,,,0,,Naval Academy,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,9th,952355,222094,3:42.094,1,1000,528302,8:48.302,2,2000,795800,13:15.800,3,3000,15:52.355,4,4000,1,0,9,0,9,0,9,0,0,0,0,0,,,,,,,,20,Naval Academy,,,
Men's Club Eights,2016,10,954050,12,172_1211369665746.png,B,"Dobrushkin, E.",15:54.050,3110,0,0,0,0,0.0,0.0,,,,15:54.050,0.00,,,,19,,,0,,Harvard U,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,10th,954050,222328,3:42.328,1,1000,531183,8:51.183,2,2000,796448,13:16.448,3,3000,15:54.050,4,4000,1,0,10,0,10,0,10,0,0,0,0,0,,,,,,,,19,Harvard U,,,
Men's Club Eights,2016,11,960007,13,172_1211369665746.png,C,"Kenny, A.",16:00.007,3111,0,0,0,0,0.0,0.0,,,,16:00.007,0.00,,,,16,,,0,,Harvard U,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,11th,960007,225116,3:45.116,1,1000,534377,8:54.377,2,2000,801577,13:21.577,3,3000,16:00.007,4,4000,1,0,11,0,11,0,11,0,0,0,0,0,,,,,,,,16,Harvard U,,,
Men's Club Eights,2016,12,964098,15,59_1211513070024.png,B,"Leech, P.",16:04.098,4250,0,0,0,0,0.0,0.0,,,,16:04.098,0.00,,,,20,,,0,,Naval Academy,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,12th,964098,223650,3:43.650,1,1000,537077,8:57.077,2,2000,803899,13:23.899,3,3000,16:04.098,4,4000,1,0,12,0,12,0,12,0,0,0,0,0,,,,,,,,20,Naval Academy,,,
Men's Club Eights,2016,13,968547,18,1071_1317959541281.png,A,"Mccue, W.",16:08.547,4460,0,0,0,0,0.0,0.0,,,,16:08.547,0.00,,,,19,,,0,,Holy Cross,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,13th,968547,226745,3:46.745,1,1000,540592,9:00.592,2,2000,808630,13:28.630,3,3000,16:08.547,4,4000,1,0,13,0,13,0,13,0,0,0,0,0,,,,,,,,19,Holy Cross,,,
Men's Club Eights,2016,14,973214,9,405_1340136607679.png,A,"Farmer, M.",16:13.214,3729,0,0,0,0,0.0,0.0,,,,16:13.214,0.00,,,,29,,,0,,Fat Cat,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,14th,973214,225149,3:45.149,1,1000,539900,8:59.900,2,2000,812657,13:32.657,3,3000,16:13.214,4,4000,1,0,14,0,14,0,14,0,0,0,0,0,,,,,,,,29,Fat Cat,,,Club
Men's Club Eights,2016,15,988422,32,77_1211510236748.png,A,"Darling, H.",16:28.422,4004,0,0,0,0,0.0,0.0,,,,16:28.422,0.00,,,,20,,,0,,MSU - Crew,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,15th,988422,234934,3:54.934,1,1000,555502,9:15.502,2,2000,829858,13:49.858,3,3000,16:28.422,4,4000,1,0,15,0,15,0,15,0,0,0,0,0,,,,,,,,20,MSU - Crew,,,Club
Men's Club Eights,2016,16,993907,36,2855_1238029342412.png,A,"Mangan, C.",16:33.907,4569,0,0,0,0,0.0,0.0,,,,16:33.907,0.00,,,,27,,,0,,West Side Rowing Club,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,16th,993907,227612,3:47.612,1,1000,548053,9:08.053,2,2000,827633,13:47.633,3,3000,16:33.907,4,4000,1,0,16,0,16,0,16,0,0,0,0,0,,,,,,,,27,West Side Rowing Club,,,Club
Men's Club Eights,2016,17,997322,3,153_1267070876970.png,B,"Kingrey, B.",16:37.322,4957,0,0,0,0,0.0,0.0,,,,16:37.322,0.00,,,,20,,,0,,Brown,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,17th,997322,231270,3:51.270,1,1000,550935,9:10.935,2,2000,833015,13:53.015,3,3000,16:37.322,4,4000,1,0,17,0,17,0,17,0,0,0,0,0,,,,,,,,20,Brown,,,
Men's Club Eights,2016,18,1005008,17,36_1211513061426.png,A,"Riley, P.",16:45.008,3690,0,0,0,0,0.0,0.0,,,,16:45.008,0.00,,,,20,,,0,,West Point,0,,0,0,0,1477255567000,Riverside,Weld,CBC,Finish,0.0m,,,,18th,1005008,238330,3:58.330,1,1000,565209,9:25.209,2,2000,841355,14:01.355,3,3000,16:45.008,4,4000,1,0,18,0,18,0,18,0,0,0,0,0,,,,,,,,20,West Point,,,Club
